tai01;tai02;tai03;tai04;tai05;tai06;tai07;tai08;tai09;tai10;tai11;tai12;tai13;tai14;tai15;tai16;tai17;tai18;tai19;tai20;tai21;tai22;tai23;tai24;tai25;tai26;tai27;tai28;tai29;tai30;tai31;tai32;tai33;tai34;tai35;tai36;tai37;tai38;tai39;tai40;tai41;tai42;tai43;tai44;tai45;tai46;tai47;tai48;tai49;tai50;tai51;tai52;tai53;tai54;tai55;tai56;tai57;tai58;tai59;tai60
1278;;;;;;;;;;1586;;;;;;;;;;2314;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2307;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2309;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2313;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1590;;;;;;;;;;2315;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2308;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2308;;;;;;;;;;2731;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2314;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2308;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2312;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2310;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1585;;;;;;;;;;2297;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2310;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2312;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2305;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2307;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1585;;;;;;;;;;2306;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1585;;;;;;;;;;2311;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2307;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2305;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2303;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2310;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2305;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1279;;;;;;;;;;1591;;;;;;;;;;2312;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2310;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1279;;;;;;;;;;1585;;;;;;;;;;2306;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1588;;;;;;;;;;2307;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2312;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2315;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2313;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2305;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2305;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2308;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2301;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2308;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2307;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2303;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2303;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2310;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2302;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2306;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2310;;;;;;;;;;2733;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2308;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2311;;;;;;;;;;2733;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2314;;;;;;;;;;2725;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2300;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2317;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2299;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2312;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2305;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2297;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1592;;;;;;;;;;2314;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2305;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2304;;;;;;;;;;2729;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2305;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2312;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1585;;;;;;;;;;2309;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2306;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2314;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2309;;;;;;;;;;2729;;;;;;;;;;3091;;;;;;;;;;4081;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2299;;;;;;;;;;2724;;;;;;;;;;3123;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2306;;;;;;;;;;2724;;;;;;;;;;3102;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2300;;;;;;;;;;2724;;;;;;;;;;3106;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2306;;;;;;;;;;2724;;;;;;;;;;3112;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2305;;;;;;;;;;2724;;;;;;;;;;3098;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2305;;;;;;;;;;2724;;;;;;;;;;3108;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2302;;;;;;;;;;2724;;;;;;;;;;3108;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2300;;;;;;;;;;2724;;;;;;;;;;3122;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2307;;;;;;;;;;2729;;;;;;;;;;3088;;;;;;;;;;4080;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2305;;;;;;;;;;2724;;;;;;;;;;3108;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2308;;;;;;;;;;2724;;;;;;;;;;3095;;;;;;;;;;4077;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2314;;;;;;;;;;2724;;;;;;;;;;3111;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2303;;;;;;;;;;2724;;;;;;;;;;3100;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2310;;;;;;;;;;2724;;;;;;;;;;3087;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2306;;;;;;;;;;2724;;;;;;;;;;3090;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2303;;;;;;;;;;2724;;;;;;;;;;3091;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2308;;;;;;;;;;2724;;;;;;;;;;3086;;;;;;;;;;4049;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2310;;;;;;;;;;2729;;;;;;;;;;3108;;;;;;;;;;4056;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2302;;;;;;;;;;2724;;;;;;;;;;3108;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2306;;;;;;;;;;2724;;;;;;;;;;3094;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2305;;;;;;;;;;2729;;;;;;;;;;3073;;;;;;;;;;4075;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2309;;;;;;;;;;2724;;;;;;;;;;3091;;;;;;;;;;4044;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2304;;;;;;;;;;2724;;;;;;;;;;3084;;;;;;;;;;4068;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2300;;;;;;;;;;2724;;;;;;;;;;3103;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1583;;;;;;;;;;2311;;;;;;;;;;2724;;;;;;;;;;3103;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2305;;;;;;;;;;2724;;;;;;;;;;3063;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2310;;;;;;;;;;2724;;;;;;;;;;3130;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2308;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2307;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2305;;;;;;;;;;2724;;;;;;;;;;3135;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2310;;;;;;;;;;2724;;;;;;;;;;3128;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2303;;;;;;;;;;2729;;;;;;;;;;3108;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2308;;;;;;;;;;2724;;;;;;;;;;3123;;;;;;;;;;4070;;;;;;;;;
1278;;;;;;;;;;1586;;;;;;;;;;2311;;;;;;;;;;2724;;;;;;;;;;3076;;;;;;;;;;4082;;;;;;;;;
1278;;;;;;;;;;1582;;;;;;;;;;2299;;;;;;;;;;2724;;;;;;;;;;3123;;;;;;;;;;4071;;;;;;;;;
